Subregion,Subregion_norm,NE_name,NE_name_norm,score,country,top_candidates
Dakhlet-Nouadhibou,dakhlet-nouadhibou,Dakhlet Nouadhibou,dakhlet nouadhibou,94,Mauritania,"[{""candidate_NE_name"": ""Dakhlet Nouadhibou"", ""candidate_NE_name_norm"": ""dakhlet nouadhibou"", ""score"": 94, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Sédhiou"", ""candidate_NE_name_norm"": ""sedhiou"", ""score"": 69, ""country"": ""Senegal""}, {""candidate_NE_name"": ""Dakar"", ""candidate_NE_name_norm"": ""dakar"", ""score"": 68, ""country"": ""Senegal""}, {""candidate_NE_name"": ""Kole"", ""candidate_NE_name_norm"": ""kole"", ""score"": 68, ""country"": ""Uganda""}]"
Gorgol,gorgol,Gorgol,gorgol,100,Mauritania,"[{""candidate_NE_name"": ""Gorgol"", ""candidate_NE_name_norm"": ""gorgol"", ""score"": 100, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Alaotra-Mangoro"", ""candidate_NE_name_norm"": ""alaotra-mangoro"", ""score"": 72, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Borgou"", ""candidate_NE_name_norm"": ""borgou"", ""score"": 67, ""country"": ""Benin""}, {""candidate_NE_name"": ""Ganzourgou"", ""candidate_NE_name_norm"": ""ganzourgou"", ""score"": 62, ""country"": ""Burkina Faso""}]"
Guidimakha,guidimakha,Guidimaka,guidimaka,95,Mauritania,"[{""candidate_NE_name"": ""Guidimaka"", ""candidate_NE_name_norm"": ""guidimaka"", ""score"": 95, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Mahdia"", ""candidate_NE_name_norm"": ""mahdia"", ""score"": 65, ""country"": ""Tunisia""}, {""candidate_NE_name"": ""Masaka"", ""candidate_NE_name_norm"": ""masaka"", ""score"": 65, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Budaka"", ""candidate_NE_name_norm"": ""budaka"", ""score"": 62, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Yagha"", ""candidate_NE_name_norm"": ""yagha"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Hodh Ech Chargi,hodh ech chargi,Hodh ech Chargui,hodh ech chargui,97,Mauritania,"[{""candidate_NE_name"": ""Hodh ech Chargui"", ""candidate_NE_name_norm"": ""hodh ech chargui"", ""score"": 97, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Hodh el Gharbi"", ""candidate_NE_name_norm"": ""hodh el gharbi"", ""score"": 76, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Béchar"", ""candidate_NE_name_norm"": ""bechar"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Bari"", ""candidate_NE_name_norm"": ""bari"", ""score"": 68, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Margibi"", ""candidate_NE_name_norm"": ""margibi"", ""score"": 65, ""country"": ""Liberia""}]"
Hodh El Gharbi,hodh el gharbi,Hodh el Gharbi,hodh el gharbi,100,Mauritania,"[{""candidate_NE_name"": ""Hodh el Gharbi"", ""candidate_NE_name_norm"": ""hodh el gharbi"", ""score"": 100, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""El Tarf"", ""candidate_NE_name_norm"": ""el tarf"", ""score"": 86, ""country"": ""Algeria""}, {""candidate_NE_name"": ""El Bayadh"", ""candidate_NE_name_norm"": ""el bayadh"", ""score"": 86, ""country"": ""Algeria""}, {""candidate_NE_name"": ""El Oued"", ""candidate_NE_name_norm"": ""el oued"", ""score"": 86, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Laâyoune - Boujdour - Sakia El Hamra"", ""candidate_NE_name_norm"": ""laayoune - boujdour - sakia el hamra"", ""score"": 86, ""country"": ""Morocco""}]"
Inchiri,inchiri,Inchiri,inchiri,100,Mauritania,"[{""candidate_NE_name"": ""Inchiri"", ""candidate_NE_name_norm"": ""inchiri"", ""score"": 100, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Ntchisi"", ""candidate_NE_name_norm"": ""ntchisi"", ""score"": 71, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Niari"", ""candidate_NE_name_norm"": ""niari"", ""score"": 67, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Moyen-Chari"", ""candidate_NE_name_norm"": ""moyen-chari"", ""score"": 64, ""country"": ""Chad""}, {""candidate_NE_name"": ""Qina"", ""candidate_NE_name_norm"": ""qina"", ""score"": 60, ""country"": ""Egypt""}]"
Nouakchott,nouakchott,Nouakchott,nouakchott,100,Mauritania,"[{""candidate_NE_name"": ""Nouakchott"", ""candidate_NE_name_norm"": ""nouakchott"", ""score"": 100, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Ouaka"", ""candidate_NE_name_norm"": ""ouaka"", ""score"": 72, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 60, ""country"": ""Benin""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 60, ""country"": ""Benin""}, {""candidate_NE_name"": ""Houet"", ""candidate_NE_name_norm"": ""houet"", ""score"": 60, ""country"": ""Burkina Faso""}]"
Tagant,tagant,Tagant,tagant,100,Mauritania,"[{""candidate_NE_name"": ""Tagant"", ""candidate_NE_name_norm"": ""tagant"", ""score"": 100, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Mostaganem"", ""candidate_NE_name_norm"": ""mostaganem"", ""score"": 75, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Tanga"", ""candidate_NE_name_norm"": ""tanga"", ""score"": 73, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Ghat"", ""candidate_NE_name_norm"": ""ghat"", ""score"": 68, ""country"": ""Libya""}, {""candidate_NE_name"": ""Tamanghasset"", ""candidate_NE_name_norm"": ""tamanghasset"", ""score"": 65, ""country"": ""Algeria""}]"
Tiris-Zemmou,tiris-zemmou,Tiris Zemmour,tiris zemmour,88,Mauritania,"[{""candidate_NE_name"": ""Tiris Zemmour"", ""candidate_NE_name_norm"": ""tiris zemmour"", ""score"": 88, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Mamou"", ""candidate_NE_name_norm"": ""mamou"", ""score"": 80, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 72, ""country"": ""Benin""}, {""candidate_NE_name"": ""Mbomou"", ""candidate_NE_name_norm"": ""mbomou"", ""score"": 72, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Kémo"", ""candidate_NE_name_norm"": ""kemo"", ""score"": 68, ""country"": ""Central African Republic""}]"
Trarza,trarza,Trarza,trarza,100,Mauritania,"[{""candidate_NE_name"": ""Trarza"", ""candidate_NE_name_norm"": ""trarza"", ""score"": 100, ""country"": ""Mauritania""}, {""candidate_NE_name"": ""Taza - Al Hoceima - Taounate"", ""candidate_NE_name_norm"": ""taza - al hoceima - taounate"", ""score"": 72, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 68, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Gaza"", ""candidate_NE_name_norm"": ""gaza"", ""score"": 68, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 68, ""country"": ""Togo""}]"
Black River,black river,Lac,lac,90,Chad,"[{""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Rivers"", ""candidate_NE_name_norm"": ""rivers"", ""score"": 82, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""River Gee"", ""candidate_NE_name_norm"": ""river gee"", ""score"": 68, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Lacs"", ""candidate_NE_name_norm"": ""lacs"", ""score"": 68, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Blida"", ""candidate_NE_name_norm"": ""blida"", ""score"": 68, ""country"": ""Algeria""}]"
Flacq,flacq,Flacq,flacq,100,Mauritius,"[{""candidate_NE_name"": ""Flacq"", ""candidate_NE_name_norm"": ""flacq"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Aïn Defla"", ""candidate_NE_name_norm"": ""ain defla"", ""score"": 68, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Lacs"", ""candidate_NE_name_norm"": ""lacs"", ""score"": 67, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Sofala"", ""candidate_NE_name_norm"": ""sofala"", ""score"": 55, ""country"": ""Mozambique""}]"
Grand Port,grand port,Grand Port,grand port,100,Mauritius,"[{""candidate_NE_name"": ""Grand Port"", ""candidate_NE_name_norm"": ""grand port"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Grand Cape Mount"", ""candidate_NE_name_norm"": ""grand cape mount"", ""score"": 86, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Grand Casablanca"", ""candidate_NE_name_norm"": ""grand casablanca"", ""score"": 86, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Port Louis city"", ""candidate_NE_name_norm"": ""port louis city"", ""score"": 86, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Port Glaud"", ""candidate_NE_name_norm"": ""port glaud"", ""score"": 76, ""country"": ""Seychelles""}]"
Moka,moka,Moka,moka,100,Mauritius,"[{""candidate_NE_name"": ""Moka"", ""candidate_NE_name_norm"": ""moka"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Mokhotlong"", ""candidate_NE_name_norm"": ""mokhotlong"", ""score"": 77, ""country"": ""Lesotho""}, {""candidate_NE_name"": ""Betsiboka"", ""candidate_NE_name_norm"": ""betsiboka"", ""score"": 77, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Makamba"", ""candidate_NE_name_norm"": ""makamba"", ""score"": 68, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Ombella-M'Poko"", ""candidate_NE_name_norm"": ""ombella-mpoko"", ""score"": 68, ""country"": ""Central African Republic""}]"
Pamplemousses,pamplemousses,Pamplemousses,pamplemousses,100,Mauritius,"[{""candidate_NE_name"": ""Pamplemousses"", ""candidate_NE_name_norm"": ""pamplemousses"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Sousse"", ""candidate_NE_name_norm"": ""sousse"", ""score"": 75, ""country"": ""Tunisia""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 72, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Kémo"", ""candidate_NE_name_norm"": ""kemo"", ""score"": 68, ""country"": ""Central African Republic""}, {""candidate_NE_name"": ""Zou"", ""candidate_NE_name_norm"": ""zou"", ""score"": 60, ""country"": ""Benin""}]"
Plaines Wilhems,plaines wilhems,Plaines Wilhems,plaines wilhems,100,Mauritius,"[{""candidate_NE_name"": ""Plaines Wilhems"", ""candidate_NE_name_norm"": ""plaines wilhems"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Plaisance"", ""candidate_NE_name_norm"": ""plaisance"", ""score"": 72, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Lagunes"", ""candidate_NE_name_norm"": ""lagunes"", ""score"": 64, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 60, ""country"": ""Angola""}, {""candidate_NE_name"": ""Collines"", ""candidate_NE_name_norm"": ""collines"", ""score"": 60, ""country"": ""Benin""}]"
Port Louis,port louis,Port Louis,port louis,100,Mauritius,"[{""candidate_NE_name"": ""Port Louis"", ""candidate_NE_name_norm"": ""port louis"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Port Louis city"", ""candidate_NE_name_norm"": ""port louis city"", ""score"": 90, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Port Glaud"", ""candidate_NE_name_norm"": ""port glaud"", ""score"": 70, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Tunis"", ""candidate_NE_name_norm"": ""tunis"", ""score"": 68, ""country"": ""Tunisia""}, {""candidate_NE_name"": ""Saint Louis"", ""candidate_NE_name_norm"": ""saint louis"", ""score"": 67, ""country"": ""Seychelles""}]"
Riviere du Rempart,riviere du rempart,Rivière du Rempart,riviere du rempart,100,Mauritius,"[{""candidate_NE_name"": ""Rivière du Rempart"", ""candidate_NE_name_norm"": ""riviere du rempart"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 77, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Rivers"", ""candidate_NE_name_norm"": ""rivers"", ""score"": 75, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""River Gee"", ""candidate_NE_name_norm"": ""river gee"", ""score"": 68, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 68, ""country"": ""United Republic of Tanzania""}]"
Rodrigues,rodrigues,Rodrigues,rodrigues,100,Mauritius,"[{""candidate_NE_name"": ""Rodrigues"", ""candidate_NE_name_norm"": ""rodrigues"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 72, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Uíge"", ""candidate_NE_name_norm"": ""uige"", ""score"": 68, ""country"": ""Angola""}, {""candidate_NE_name"": ""Ouest"", ""candidate_NE_name_norm"": ""ouest"", ""score"": 68, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Borgou"", ""candidate_NE_name_norm"": ""borgou"", ""score"": 60, ""country"": ""Benin""}]"
Savanne,savanne,Savanne,savanne,100,Mauritius,"[{""candidate_NE_name"": ""Savanne"", ""candidate_NE_name_norm"": ""savanne"", ""score"": 100, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Sava"", ""candidate_NE_name_norm"": ""sava"", ""score"": 90, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Savanes"", ""candidate_NE_name_norm"": ""savanes"", ""score"": 86, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Savanes"", ""candidate_NE_name_norm"": ""savanes"", ""score"": 86, ""country"": ""Togo""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 72, ""country"": ""Cape Verde""}]"
Centre Nord,centre nord,Centre,centre,90,Cameroon,"[{""candidate_NE_name"": ""Centre"", ""candidate_NE_name_norm"": ""centre"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Nord"", ""candidate_NE_name_norm"": ""nord"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Centre"", ""candidate_NE_name_norm"": ""centre"", ""score"": 90, ""country"": ""Togo""}, {""candidate_NE_name"": ""Central"", ""candidate_NE_name_norm"": ""central"", ""score"": 75, ""country"": ""Botswana""}, {""candidate_NE_name"": ""Central"", ""candidate_NE_name_norm"": ""central"", ""score"": 75, ""country"": ""Ghana""}]"
Centre Sud,centre sud,Centre,centre,90,Cameroon,"[{""candidate_NE_name"": ""Centre"", ""candidate_NE_name_norm"": ""centre"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Sud"", ""candidate_NE_name_norm"": ""sud"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Centre"", ""candidate_NE_name_norm"": ""centre"", ""score"": 90, ""country"": ""Togo""}, {""candidate_NE_name"": ""Centro Sur"", ""candidate_NE_name_norm"": ""centro sur"", ""score"": 80, ""country"": ""Equatorial Guinea""}, {""candidate_NE_name"": ""Ben Arous (Tunis Sud)"", ""candidate_NE_name_norm"": ""ben arous (tunis sud)"", ""score"": 60, ""country"": ""Tunisia""}]"
Nord Ouest,nord ouest,Nord-Ouest,nord-ouest,90,Cameroon,"[{""candidate_NE_name"": ""Nord-Ouest"", ""candidate_NE_name_norm"": ""nord-ouest"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Nord"", ""candidate_NE_name_norm"": ""nord"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Ouest"", ""candidate_NE_name_norm"": ""ouest"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Mayo-Kebbi Ouest"", ""candidate_NE_name_norm"": ""mayo-kebbi ouest"", ""score"": 86, ""country"": ""Chad""}]"
Oriental,oriental,Oriental,oriental,100,Morocco,"[{""candidate_NE_name"": ""Oriental"", ""candidate_NE_name_norm"": ""oriental"", ""score"": 100, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Orientale"", ""candidate_NE_name_norm"": ""orientale"", ""score"": 94, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Kasaï-Oriental"", ""candidate_NE_name_norm"": ""kasai-oriental"", ""score"": 90, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Logone Oriental"", ""candidate_NE_name_norm"": ""logone oriental"", ""score"": 90, ""country"": ""Chad""}, {""candidate_NE_name"": ""Kasaï-Occidental"", ""candidate_NE_name_norm"": ""kasai-occidental"", ""score"": 72, ""country"": ""Democratic Republic of the Congo""}]"
Tensift,tensift,Marrakech - Tensift - Al Haouz,marrakech - tensift - al haouz,90,Morocco,"[{""candidate_NE_name"": ""Marrakech - Tensift - Al Haouz"", ""candidate_NE_name_norm"": ""marrakech - tensift - al haouz"", ""score"": 90, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 60, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Tete"", ""candidate_NE_name_norm"": ""tete"", ""score"": 60, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Tissemsilt"", ""candidate_NE_name_norm"": ""tissemsilt"", ""score"": 59, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Tibesti"", ""candidate_NE_name_norm"": ""tibesti"", ""score"": 57, ""country"": ""Chad""}]"
Cabo Delgado,cabo delgado,Cabo Delgado,cabo delgado,100,Mozambique,"[{""candidate_NE_name"": ""Cabo Delgado"", ""candidate_NE_name_norm"": ""cabo delgado"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Delta"", ""candidate_NE_name_norm"": ""delta"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Edo"", ""candidate_NE_name_norm"": ""edo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Gedo"", ""candidate_NE_name_norm"": ""gedo"", ""score"": 68, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Djelfa"", ""candidate_NE_name_norm"": ""djelfa"", ""score"": 60, ""country"": ""Algeria""}]"
Gaza,gaza,Gaza,gaza,100,Mozambique,"[{""candidate_NE_name"": ""Gaza"", ""candidate_NE_name_norm"": ""gaza"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Tipaza"", ""candidate_NE_name_norm"": ""tipaza"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Taza - Al Hoceima - Taounate"", ""candidate_NE_name_norm"": ""taza - al hoceima - taounate"", ""score"": 73, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Cuanza Norte"", ""candidate_NE_name_norm"": ""cuanza norte"", ""score"": 68, ""country"": ""Angola""}, {""candidate_NE_name"": ""Cuanza Sul"", ""candidate_NE_name_norm"": ""cuanza sul"", ""score"": 68, ""country"": ""Angola""}]"
Inhambane,inhambane,Inhambane,inhambane,100,Mozambique,"[{""candidate_NE_name"": ""Inhambane"", ""candidate_NE_name_norm"": ""inhambane"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Mbale"", ""candidate_NE_name_norm"": ""mbale"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Balé"", ""candidate_NE_name_norm"": ""bale"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Qina"", ""candidate_NE_name_norm"": ""qina"", ""score"": 68, ""country"": ""Egypt""}, {""candidate_NE_name"": ""Abia"", ""candidate_NE_name_norm"": ""abia"", ""score"": 68, ""country"": ""Nigeria""}]"
Manica,manica,Manica,manica,100,Mozambique,"[{""candidate_NE_name"": ""Manica"", ""candidate_NE_name_norm"": ""manica"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Manicaland"", ""candidate_NE_name_norm"": ""manicaland"", ""score"": 90, ""country"": ""Zimbabwe""}, {""candidate_NE_name"": ""Amoron'i Mania"", ""candidate_NE_name_norm"": ""amoroni mania"", ""score"": 82, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Maniema"", ""candidate_NE_name_norm"": ""maniema"", ""score"": 77, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Grand Casablanca"", ""candidate_NE_name_norm"": ""grand casablanca"", ""score"": 72, ""country"": ""Morocco""}]"
Maputo,maputo,Maputo,maputo,100,Mozambique,"[{""candidate_NE_name"": ""Maputo"", ""candidate_NE_name_norm"": ""maputo"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Maputo"", ""candidate_NE_name_norm"": ""maputo"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 60, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 60, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Haut-Ogooué"", ""candidate_NE_name_norm"": ""haut-ogooue"", ""score"": 60, ""country"": ""Gabon""}]"
Maputo (city),maputo (city),Maputo,maputo,90,Mozambique,"[{""candidate_NE_name"": ""Maputo"", ""candidate_NE_name_norm"": ""maputo"", ""score"": 90, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Maputo"", ""candidate_NE_name_norm"": ""maputo"", ""score"": 90, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Tuy"", ""candidate_NE_name_norm"": ""tuy"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 60, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 60, ""country"": ""Algeria""}]"
Nampula,nampula,Nampula,nampula,100,Mozambique,"[{""candidate_NE_name"": ""Nampula"", ""candidate_NE_name_norm"": ""nampula"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Kampala"", ""candidate_NE_name_norm"": ""kampala"", ""score"": 71, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Luapula"", ""candidate_NE_name_norm"": ""luapula"", ""score"": 71, ""country"": ""Zambia""}, {""candidate_NE_name"": ""Paul"", ""candidate_NE_name_norm"": ""paul"", ""score"": 68, ""country"": ""Cape Verde""}]"
Niassa,niassa,Niassa,niassa,100,Mozambique,"[{""candidate_NE_name"": ""Niassa"", ""candidate_NE_name_norm"": ""niassa"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Nassarawa"", ""candidate_NE_name_norm"": ""nassarawa"", ""score"": 82, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Grand Bassa"", ""candidate_NE_name_norm"": ""grand bassa"", ""score"": 72, ""country"": ""Liberia""}, {""candidate_NE_name"": ""Bissau"", ""candidate_NE_name_norm"": ""bissau"", ""score"": 67, ""country"": ""Guinea Bissau""}]"
Sofala,sofala,Sofala,sofala,100,Mozambique,"[{""candidate_NE_name"": ""Sofala"", ""candidate_NE_name_norm"": ""sofala"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Sofia"", ""candidate_NE_name_norm"": ""sofia"", ""score"": 73, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Sowa"", ""candidate_NE_name_norm"": ""sowa"", ""score"": 68, ""country"": ""Botswana""}, {""candidate_NE_name"": ""Lofa"", ""candidate_NE_name_norm"": ""lofa"", ""score"": 68, ""country"": ""Liberia""}]"
Tete,tete,Tete,tete,100,Mozambique,"[{""candidate_NE_name"": ""Tete"", ""candidate_NE_name_norm"": ""tete"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Cuvette"", ""candidate_NE_name_norm"": ""cuvette"", ""score"": 77, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""Namentenga"", ""candidate_NE_name_norm"": ""namentenga"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Cuvette-Ouest"", ""candidate_NE_name_norm"": ""cuvette-ouest"", ""score"": 68, ""country"": ""Republic of the Congo""}, {""candidate_NE_name"": ""São Vicente"", ""candidate_NE_name_norm"": ""sao vicente"", ""score"": 68, ""country"": ""Cape Verde""}]"
Zambezia,zambezia,Zambezia,zambezia,100,Mozambique,"[{""candidate_NE_name"": ""Zambezia"", ""candidate_NE_name_norm"": ""zambezia"", ""score"": 100, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Labé"", ""candidate_NE_name_norm"": ""labe"", ""score"": 68, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Abia"", ""candidate_NE_name_norm"": ""abia"", ""score"": 67, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Zomba"", ""candidate_NE_name_norm"": ""zomba"", ""score"": 62, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Mbeya"", ""candidate_NE_name_norm"": ""mbeya"", ""score"": 62, ""country"": ""United Republic of Tanzania""}]"
Caprivi,caprivi,Caprivi,caprivi,100,Namibia,"[{""candidate_NE_name"": ""Caprivi"", ""candidate_NE_name_norm"": ""caprivi"", ""score"": 100, ""country"": ""Namibia""}, {""candidate_NE_name"": ""Bari"", ""candidate_NE_name_norm"": ""bari"", ""score"": 68, ""country"": ""Somalia""}, {""candidate_NE_name"": ""Rivière du Rempart"", ""candidate_NE_name_norm"": ""riviere du rempart"", ""score"": 65, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Rivière Noire"", ""candidate_NE_name_norm"": ""riviere noire"", ""score"": 65, ""country"": ""Mauritius""}, {""candidate_NE_name"": ""Nakapiripirit"", ""candidate_NE_name_norm"": ""nakapiripirit"", ""score"": 64, ""country"": ""Uganda""}]"
